phrase,tsne_0,tsne_1,label
supervised learning model,3.2200415352940555,-0.91948661791106,cs
supervised learning models,3.6919702695760295,-1.1663087488150528,cs
supervised machine learning,7.904370427014077,-0.7849548827111397,cs
supervised method,-1.0745366862222818,-1.0786814323444989,cs
support-vector machine,2.50362324183328,-1.7622443651032298,cs
swarm intelligence algorithms,6.0813659463832,-1.529233904182462,cs
synchronous optical networking,3.4220230301724897,0.21927873927500313,cs
synthetic consciousness,0.48863895733660906,1.609035740079714,cs
system matrix,2.731086641926088,-1.0864593936939728,cs
system performance,0.4078271088724013,-3.1116705299199463,cs
system usability scale,-0.0036194637070558157,-3.803269512247268,cs
systems architecture,5.339357912383767,-2.2326828917108124,cs
systems engineering,5.488920892213608,-1.8624274378324583,cs
systems theory,4.901248025158046,-2.013063205666902,cs
table structure,2.988236313070385,-1.5101252554209241,cs
taxonomic databases,5.262045913983041,-0.3918082015239031,cs
telecommunications network,2.1696668599238103,-1.700561312850084,cs
temporal database,1.248034042408089,0.07021719525783601,cs
temporal databases,2.6036330128693694,-0.001781476420913711,cs
tensor product,0.9461737387353246,-0.7976420975117042,cs
terminal node,0.8789040883187433,1.2313049711650135,cs
terrestrial networks,0.557464459684571,-1.146039229366033,cs
text mining,4.167497942765713,-0.24673381121840085,cs
text processing,3.023959690340303,-1.260722781538962,cs
theoretical computer science,8.083344857265482,1.0546895962278435,cs
thus trees,-1.5548585348296047,-0.9320933686271534,cs
time complexity,-0.5025251489262881,3.557598791467498,cs
time delay neural network,3.200996076308994,3.795275619708752,cs
time delays,-1.133794716063081,5.444235121899404,cs
timespace tradeoffs,2.01017549385089,1.1210272112516437,cs
traditional artificial intelligence,3.567160430589997,4.075118689713125,cs
traditional computer networking,4.219891083724298,1.3954261461052822,cs
traditional convolutional layers,-0.7184193791840433,2.0965475109276532,cs
training set,0.16779484853696544,-2.8113392507399686,cs
training time,-1.5168351404319431,-2.5745927960929778,cs
transformation rules,1.74868807693306,-1.338077157447687,cs
tree contraction,-0.14056707722117343,2.0610155631329827,cs
tree decomposition,3.7615325525891627,4.991639882428592,cs
tree decompositions,3.7335935407254577,4.682326501427176,cs
tree isomorphism,4.390276711760719,0.27593162480186867,cs
tridiagonal matrix algorithm,4.159207633539967,0.6748677971403323,cs
truth value,-5.807940609820978,-2.326186197992217,cs
truth value object,-2.1776422221046214,-1.4359459665985752,cs
undirected graph,1.8816866727056214,6.206246226318768,cs
undirected graphical model,0.5914183635316644,5.633806698637589,cs
unified modelling language,0.8771208639864534,-3.3502958998037213,cs
uniform binary search,-3.2894799450051124,2.557584810966012,cs
universal approximation theorem,0.10326528948301066,-0.0065640326748857706,cs
unlabeled input data,0.1282845793503127,7.210421300424193,cs
unsupervised feature learning,-0.020792571623282224,7.71943734810863,cs
unsupervised learning,-1.7723412843872912,8.677403655943555,cs
unsupervised learning algorithm,1.6488703057150256,8.60745735288996,cs
user interface,2.677982122963651,-4.533427591754556,cs
user interface structure,4.411403460124477,-4.5417208711378905,cs
user queries,5.383217477575907,-2.568237730446839,cs
vague set,-3.851061146116132,8.444594336498556,cs
vector field,0.15100259057079798,-0.9058861269917613,cs
vector machine models,5.357225574485055,-1.1184070477894916,cs
vector optimization,3.7633230415569514,-0.5645533056833132,cs
vector spaces,1.567981198463658,-0.9329557583417112,cs
vigenre cipher,0.8026155303582879,2.0433887902775685,cs
virtual address space,4.7737240212276655,-1.0126861037284254,cs
virtual machine,4.9676823901864635,-0.5321866365218441,cs
virtual memory addresses,6.863364167804527,0.7529882505627823,cs
virtual reality,2.8480006467235124,-0.29387579431417793,cs
visual objects,-1.4419003960858743,-2.907303068842072,cs
visual programming languages,3.7588203266425206,-2.6985520676581864,cs
web caching,4.013732920836331,-1.5290373403166064,cs
web design,6.083273040799318,-3.05846930646924,cs
web servers,5.589163322244592,-2.7219496718709295,cs
weight-balanced tree,-3.0228913392776855,-0.45412881938803995,cs
wireless routing protocol,3.082211487445351,-0.9156406188859383,cs
world wide web,4.522305050425969,-2.693408991154957,cs
zip files,1.919418864535208,0.03596002457646686,cs
#NAME?,0.17244271445297404,0.9071761363430767,non-cs
0 - sparse graphs,0.25576362949343157,10.766942048063013,non-cs
1  became important,-3.38114635512119,-2.079709135260415,non-cs
1 - sparse graphs,0.8575856647488176,8.563225497221199,non-cs
1 - tight graphs,-1.7811451630587825,6.262348361383765,non-cs
1 architectural view model,1.1489103543518624,2.3552865135427425,non-cs
1 computer graphics system,3.5625916195925647,3.6321023392995686,non-cs
1973 nbs solicited private industry,3.9462483867276026,2.647792999180372,non-cs
1975 distributed artificial intelligence emerged,5.382693261129809,1.2073181136844542,non-cs
1987 ai magazine article,5.375333698203519,-0.6347244226968154,non-cs
1989 stochastic diffusion search,4.184708590666133,1.7415687106673232,non-cs
1996 maiden flight,0.9156997513416649,0.2793611748810745,non-cs
1997 raised questions,-0.01766498967992915,1.3287741018203312,non-cs
2 fuzzy ontology,0.3331276696706729,3.62156424241279,non-cs
2000s era music reproduction technology,2.098897274184922,0.20372041254031686,non-cs
2016  digital empathy,2.6152598507858493,-0.06149424117651591,non-cs
250 million images,1.9407668981880815,1.231992808889069,non-cs
257 zilog z8001 microprocessors,8.717354569547988,2.1612366706713564,non-cs
264 decoders always support quarter,-1.4167819245324296,-2.340395113657353,non-cs
3 - tight graphs,-1.6297619562351329,6.045041363986605,non-cs
3d coordinate system,1.4468804518014657,-0.5022577285794816,non-cs
6 - sparse graph,0.42462399017237396,8.766112835162659,non-cs
6th dimensions,-1.3676024564199636,1.7531402388415045,non-cs
abbreviated 6nf,-1.8472911835716208,0.6318300133830489,non-cs
absolute stability,-7.449656231559503,-2.353843543178817,non-cs
absolute value,-6.200994216400826,-2.489686222784195,non-cs
abstract data structures receive,2.899205297435796,5.238293655430791,non-cs
abstract family,-0.5143496680652321,7.80125753518834,non-cs
abstract family of languages,1.8194196707731665,7.462203012557616,non-cs
abstract framework,-0.9309832903639222,8.504646308662332,non-cs
abstract interpretation consists,-1.8432162151929419,8.839260288464775,non-cs
abstract question,-2.7422821330412233,9.092023842375406,non-cs
ac  also known,-3.3769162013943395,-1.2408839224001778,non-cs
academic conference,4.812350006361136,-2.3348655844675403,non-cs
access control,0.9299456329131194,-1.7172713222224474,non-cs
access control system,1.244991723035267,-1.669301327367019,non-cs
access management describes,3.416690862979747,-2.263767437684284,non-cs
accessing array elements,4.167491378664253,-3.193242753645959,non-cs
accomplished today,-5.280793524647932,-3.7840913275587478,non-cs
account dynamic behaviour,0.2606643576297209,-3.141937975028412,non-cs
accurate identification method,-5.200408431978816,-4.598423061240114,non-cs
accurately provide approximate answers,-4.3284101891216755,-2.302793906228645,non-cs
achieve goals,-3.6326791936427747,-6.979115800947529,non-cs
achieve polymorphic behavior,-0.27248510024742606,1.221827121703041,non-cs
achieve significant compression,-3.6109621505681706,-4.234481380177109,non-cs
acm sigmetrics 2006,1.45660839988535,1.6893379501255037,non-cs
across concrete examples,0.5577870249635007,-0.4673619535133776,non-cs
acs comb,0.22203458268412885,-0.503096105917447,non-cs
acs combinatorial science,5.198871030240519,-1.2166020561318243,non-cs
acs combinatorial science publishes articles,6.283494499685058,-1.7267776984196093,non-cs
active networking allows,-1.1763116061448267,-6.775212337870084,non-cs
active networking relates,0.028643193857726672,-6.433163023888841,non-cs
activities used,-1.5933482154849017,-3.7186127623107197,non-cs
actual word classification,-2.6832382833962702,-0.9234414367899288,non-cs
actually define,-4.536129365035134,-3.780959020669866,non-cs
actuated joints,-1.0031171830256924,-1.035273016891295,non-cs
adaptive control,-1.555800794020115,-1.8367179402274392,non-cs
adaptive methods,-1.6256225314236317,-1.0045927375573855,non-cs
adaptive systems,-2.3194439995088727,-2.1029097492099442,non-cs
add two numbers,0.3933667542136462,0.4151488545985902,non-cs
added together,-2.854394287209282,-2.473018392822913,non-cs
adding edges,-1.4432429723867939,-1.933290572600457,non-cs
adding two n,-2.0280375627500726,1.1505289990340835,non-cs
additional storage much less,-3.84343360907648,8.092124158946367,non-cs
additionally requires,-2.6152124882947665,-0.3163919332755368,non-cs
additive guarantee,-2.2890071245182306,1.6836739124312947,non-cs
address complex real,0.5064701749839011,-0.24386976000602342,non-cs
address windowing extensions coding example,5.708831222916496,-2.3684229955167764,non-cs
addressing various design concerns,2.4284486637610496,-2.7498205166971736,non-cs
adele cutler,-0.43395516791894806,0.9932661385445862,non-cs
adjacency list describes,0.5445993871851561,-0.8375285167375427,non-cs
adjacency list representation,1.058857990238283,-0.7268671855668565,non-cs
adjacency list uses,0.9873157705717969,-0.14679824076230877,non-cs
adjacent layers,-4.10368112395414,-2.7927833884930866,non-cs
adjusted significance testing,0.4438014879074691,-1.3926099722591587,non-cs
admit functional extension,-1.4214462167256017,-4.763124501194859,non-cs
advantage made possible,-5.788351897088284,-4.322998509689561,non-cs
adversely affect,-2.5757522251779617,4.411935523730988,non-cs
advertising  proceedings,2.641556371515081,-1.5010971608616435,non-cs
affect digital circuits,5.020672338639374,3.352743014047105,non-cs
affected differently,-2.135876778364214,5.588981359414865,non-cs
agile database modeling technique suited,1.4706334903090126,-3.6333360206663357,non-cs
alarm signal used,0.9746071098709983,-0.5122422711461151,non-cs
alexander stepanov,-0.8156075603395863,1.0437320624367725,non-cs
algorithm design technique,7.47427614963866,-1.789577674955379,non-cs
algorithm repeatedly,0.6764866954833458,-1.760215749910779,non-cs
algorithm still performs well,-4.828818715200775,-3.1103789022505293,non-cs
algorithms based,4.140611870216869,-1.0108609474899999,non-cs
algorithms for recovery and isolation exploiting semantics,4.524139676082539,-0.17387943215988425,non-cs
algorithms run online,6.686476477165416,-1.7538106974879315,non-cs
allen newell,-1.2618690419344636,0.32198769281621614,non-cs
allow reuse,-2.5593051768434294,-2.6766728509399416,non-cs
allowing designers,-0.5015121143242238,-6.131224995251726,non-cs
allows elements,-3.67288166530981,-3.9756544911664773,non-cs
allows self,-4.63741359626199,-1.2904832159344979,non-cs
allows simple statistical association,-4.0055385536471215,0.8546616243897142,non-cs
allows users,-2.930266591724275,-5.067456775140283,non-cs
almost lossless data compression,-2.47909828766436,7.387267386231887,non-cs
alphabet substitution ciphers,3.408935086915229,2.712845198974829,non-cs
also called,-4.446820275160078,-1.5567888500307236,non-cs
also called alethic possibility,-1.3618552455977928,0.3204469554815343,non-cs
also called crossing dependencies,-0.832769814950931,-1.261096814475129,non-cs
also called decentralized artificial intelligence,3.3883954144516477,2.017560570132371,non-cs
also called latent semantic analysis,0.775685399435553,0.9671889300772881,non-cs
also called mutual recursion,-2.26560942908778,-0.17284481438617355,non-cs
also cluster objects,0.1789924461925896,0.13272637915766464,non-cs
also concerned,-4.046394529220936,0.9537998444274928,non-cs
also discussed,-3.0974729544437034,-3.5933661470686347,non-cs
also early work,-2.9069004918563346,-2.1680298610880437,non-cs
also enabled,-3.6286364207486996,-6.024398832805141,non-cs
also extended,-5.77980560779038,-3.841439340335537,non-cs
also implement boolean logic,5.666337813988275,1.5536602048944992,non-cs
also known,-5.5008847987531695,-2.4960353927491608,non-cs
also many approximation algorithms,2.7095603710412215,-2.1753859258755592,non-cs
also pondered,-2.9050714662792174,-1.4053575603496669,non-cs
also reveal,-2.8878990610245334,-3.4424598110747224,non-cs
also software design specification,6.804809423066576,-3.0503198354295895,non-cs
also support,-6.556510859899764,-5.450976676642416,non-cs
also symmetric boolean functions,0.9230562436890515,3.0611774688422795,non-cs
also use,-4.368535765199279,-2.939843091581743,non-cs
also used,-5.089968642044975,-2.591008943134727,non-cs
also used extensively,-4.676000147762665,-4.668739827866581,non-cs
also verified,-5.350803675888953,-4.300956300785505,non-cs
also visually,-4.812374865966996,-3.7046748921806967,non-cs
altered product,0.5138582759429063,4.5673106960668814,non-cs
alternative leisure actives,-2.292659731890539,-0.30595342377387785,non-cs
alternative scenarios,-3.115529510721948,0.9753025008450319,non-cs
alternative terms,-3.129206071836742,2.1489101925317633,non-cs
alternatively spelled optimisation,-0.9498060815682702,2.698654993585949,non-cs
although efficient,-7.49667037014269,-1.178179696163871,non-cs
although imaging,-3.752798569345073,1.468054006848399,non-cs
although many,-5.493090822185725,0.6702000539432376,non-cs
although objects,-4.178809717874637,1.6580604563456294,non-cs
although sequences,-4.6199596768640125,2.79362914879748,non-cs
although using,-4.473235476624553,0.27555415467919003,non-cs
always produces,-5.859095012909996,-3.824787557443842,non-cs
always show,-6.704015917727621,-5.053048865816962,non-cs
always simplified,-5.318750112519211,4.353981796533985,non-cs
ambient intelligence environment,3.796080503755479,-1.7795321088241702,non-cs
ambient intelligence would allow devices,1.0599501843982164,-4.0288197169633015,non-cs
american statistician,2.034166358907482,1.627461018680045,non-cs
amino acids occupying,2.423940735468319,0.6462700695066322,non-cs
among others,-4.103026297049027,-1.0107691805536922,non-cs
amplitude integrated electroencephalography,3.753570128583367,-0.001054022865608335,non-cs
analog sources,-0.03980382785562582,7.113709716885964,non-cs
analogous example,-4.602104568877663,-5.119123153469727,non-cs
analyze data requirements needed,4.135214875754441,-3.313671098918076,non-cs
analyzing primary biodiversity data,3.7131887523975915,-2.117151854868686,non-cs
analyzing relationships,1.9279118253489322,-0.3724576806820074,non-cs
anchor modeling,0.18421642079168093,-2.237959364749455,non-cs
ancient chinese figures,0.48946661079898746,2.5018267655785156,non-cs
andrea walker,-0.3667249859418634,0.8696909269693966,non-cs
andreas zwinkau,-0.3718003530490684,1.7395008100086478,non-cs
andrew colin,-1.2148918941090827,0.9580998163127209,non-cs
andrew donald booth,-0.19756447065868782,1.4041228402698136,non-cs
annual acm symposium,2.6960962044584478,-1.0307881217663148,non-cs
another area within affective computing,4.410949074647278,-0.88506765917376,non-cs
another challenge,-2.9420721808228074,0.5073047328561862,non-cs
another direction,-3.217918351068197,3.456452042125703,non-cs
another discipline,-2.0439316873426208,2.5141085628305113,non-cs
another example,-2.736780064076177,-0.0384199306025217,non-cs
another feature,-2.8434147047352374,0.16018844513518932,non-cs
another form,-2.7278175608849753,2.6357510571634792,non-cs
another function,-1.8453409153197844,1.7141999583026806,non-cs
another possible distinction,-3.3946013634856382,-0.9325851504085979,non-cs
another reason,-3.1267990774953534,0.008745607699816308,non-cs
another use case,-1.4500554730842845,1.703225469363961,non-cs
another value,-3.2206445855577623,1.7030653577851596,non-cs
answer given,-3.8353718554575007,-3.718345382486598,non-cs
answer returned,-4.020931930291623,-4.190250209991171,non-cs
apparent randomness,-3.235447140637695,9.833834451104737,non-cs
applicable jurisdiction,-3.4595908533096487,-3.8131436129587786,non-cs
applications  school,3.3945698759155314,-1.3882996753772823,non-cs
applications demanded,-0.5368614129763025,-1.1440503319476334,non-cs
applications including,-0.3890349916305821,-5.0555472195855025,non-cs
applications including industrial production lines,5.59342164010528,-3.5995861102860283,non-cs
applications requiring,-0.771283923932327,-1.2847290158319662,non-cs
applying certain formal techniques,-0.8398064035796523,-3.453942741156433,non-cs
appropriate convergence check,-2.058201732215971,-4.036300159947826,non-cs
appropriate format,-6.027141497025632,-5.352225207169956,non-cs
appropriately restricted resources,-5.031253484122276,6.395304816030402,non-cs
approximate inference methods make,0.6837831373961871,1.652525434605098,non-cs
approximate optimal solutions,-3.072759045770761,-2.3922701964688704,non-cs
approximation algorithms crucially involves,1.958772683095414,-1.5267463972159612,non-cs
approximation algorithms naturally arise,1.6170720467223487,-2.906657835310527,non-cs
arbitrary item insertions,-0.7103759356782295,6.473917960421003,non-cs
area distinct,-5.661350996174948,-0.6358991797425819,non-cs
areas draws ideas,0.2663105112095932,-3.5904503093763913,non-cs
ariane 5 rocket,2.0652090333491464,1.6902422338781848,non-cs
armoured combat vehicles,2.240285539807614,-0.06641067006567851,non-cs
arranged listing,-0.8250529131204654,-1.6821131670482867,non-cs
array model used,2.8772139778458823,-1.0997122428498693,non-cs
array whose size,-1.440031129813877,-1.0403422025203612,non-cs
arrive continuously,-4.359875686671723,-4.220935390097469,non-cs
art work,-0.07778503407667865,-1.6975618177151701,non-cs
article deals,0.03960073113008352,-1.883268220882577,non-cs
article published,-0.18046985598965606,-2.2699401289937073,non-cs
artificial consciousness concepts,2.619050514667254,5.603583086383582,non-cs
artificial intelligence concerned,6.210882582625125,2.530677357523384,non-cs
artificial intelligence laboratory,8.581747114307094,-0.33279254689392684,non-cs
artificial intelligence research dedicated,8.308120475092487,-0.8870880186123935,non-cs
artistic purposes,-1.9253596552341017,-2.451240561506107,non-cs
ary versions,-2.502556920374816,2.108658986930715,non-cs
asimovs three laws,2.1109569559782115,0.7423764340890956,non-cs
aspect focus,-2.4626054304235576,-2.10623698808526,non-cs
asr  computer speech recognition,6.636571478561159,-0.8242065895784513,non-cs
assessing current,-1.2267126920284666,-1.7333661787433579,non-cs
assigned exactly,-4.954189093553859,-5.194135302492469,non-cs
assigning local automatic variables,1.5381143237385584,-1.517270809708349,non-cs
associated data,-0.8435901134504392,-3.4230039902736435,non-cs
associated phenomenon,-2.832653462617887,-2.059252249749899,non-cs
associated view,-2.85536314663012,-2.4211725563994717,non-cs
assuming elements,-0.9531448533815875,-1.6048650907257302,non-cs
asymptotic analysis,0.31056497371747005,0.5013563598956573,non-cs
asynchronous loading,0.3172349350511689,0.7573434615261526,non-cs
attack using,0.5020341871330138,-0.33792318670948307,non-cs
attacks originally used words found,1.9604928674367912,1.0614437509469636,non-cs
audio every time,-2.9636229234558815,-4.542603104689549,non-cs
audio normalization exist,0.2090540115646333,-2.349314652068264,non-cs
augmented reality alters one,2.5792237815230035,3.596993394098472,non-cs
authors define,0.6689735195320422,-2.855710298558819,non-cs
authors later,-1.619666881868682,1.2686415773977993,non-cs
authors use,-0.06174914489862857,-2.1152422069663577,non-cs
automata theory differed,3.0770617247052714,6.060826207021798,non-cs
automata theory emerged,5.158367373129515,-2.914213678095915,non-cs
automatic programming,-0.15627924858297515,-0.36003200379193767,non-cs
automatic solutions,-2.8627728063446,-1.3304188955288165,non-cs
automatically analyzing time,0.05891305809938082,-2.2855308564712584,non-cs
automatically keeps,-6.298607603209482,-1.3856166876706597,non-cs
automatically updated whenever,-2.2042379115872346,-4.719404613758839,non-cs
automobile adapted,1.69165844465266,-1.3687447344263268,non-cs
available alternatives,-4.623006759641554,-2.9861519715372684,non-cs
average case analysis,-4.230867714593998,4.617652782225589,non-cs
avoid circumventing,-1.7304178461398145,8.17748205914277,non-cs
avoid data anomalies,1.044644837118903,8.129487451636555,non-cs
avoiding problematic issues,-3.1800821660164975,3.4266582885465673,non-cs
awe regions could therefore,-2.963404896069082,-3.3906229165281876,non-cs
backward euler method follows,-1.0956109885247918,2.7491268388018755,non-cs
bacterial growth,3.168648103369549,-0.9342734732762111,non-cs
bad behavior,-2.213437503277213,8.209022494817377,non-cs
balance scale,-1.1718388179887351,-0.7712159986453891,non-cs
balanced tree,-3.37113769619166,-1.1019554922836032,non-cs
balanced trees t1,-0.7444428613520969,-0.24449014894425522,non-cs
balancing binary search tree,4.919040669040811,1.6712662570851597,non-cs
balancing binary search trees,4.941500871964826,3.0966470250859164,non-cs
banking application may,3.5158375669945956,0.2719824394272757,non-cs
bar induction,1.44312933299961,-1.0759398255382304,non-cs
bar recursion,1.4000778195339305,0.8955356253468713,non-cs
base sixteen,0.9600523426542504,0.17402657411236389,non-cs
base ten,-1.7859317794192349,1.0143476877758446,non-cs
base two,-1.8696905806085324,1.207309914698493,non-cs
based binary search tree,3.6660732600310735,3.2235273486794047,non-cs
based clustering produces complex models,3.6305973411041714,0.8532011374594412,non-cs
based conclusions,-3.3922935596683996,-1.2517204711409804,non-cs
based cryptography,5.345371514711037,3.401283639766512,non-cs
based encryption,1.047489549658748,2.2851794840372235,non-cs
based implementations,-2.5292601237867784,-2.2418050825690474,non-cs
based learning,0.8064419493041326,-2.651728780791618,non-cs
based learning algorithms,4.6992303444212995,-1.913000842180101,non-cs
based machine learning systems inspired,7.528733814295158,-2.795899531474781,non-cs
based sampling,-0.8162033746735232,0.2611002763871424,non-cs
based sound recording,0.0422158536302774,-0.9382830923363398,non-cs
basic building block,-0.7683028285940884,0.7884908714343752,non-cs
basic form,-6.133185724813887,-0.2789195548592213,non-cs
basic form uses,-4.417761839814498,0.09609210982415564,non-cs
basic numerical methods,1.4574046723540903,1.2127955439659972,non-cs
basic theory,-1.757479507778075,-1.7596379096452468,non-cs
basic units,-4.897856995934206,0.7390862010856157,non-cs
basis set,-1.7381622701868136,-1.3623575528647596,non-cs
bayesian network could represent,3.04392337428444,-3.134372643809944,non-cs
beam propagation method,1.8576810870445257,-2.005375711958222,non-cs
bearer-independent call control,-2.196114194454788,-1.0861212719372237,non-cs
become common practice,-6.092611933472454,-5.363617060133302,non-cs
become useful,-5.397926957949687,-4.885577524990463,non-cs
becomes necessary,-4.074595010357562,-2.299024638641507,non-cs
becoming increasingly important,-3.8439116874755954,-2.891766835749772,non-cs
bee colonies,2.726371979073229,0.23014560153677488,non-cs
behaving unpredictably,-4.592204039696714,4.917907873341736,non-cs
behavioral neuroscientists,4.570723456526772,-0.20501702750979445,non-cs
bellet et al,-2.312342855199981,-0.9735233015579063,non-cs
benefit analysis,-0.8734641398755204,-2.108814556586543,non-cs
best element,-7.04432693824104,-1.642164850715515,non-cs
best example,-6.437687430546035,-2.4240371830194896,non-cs
best frameworks,-5.638281315649283,-3.770307215516623,non-cs
best possible solution,-6.560506690277527,-3.2096964832383637,non-cs
betty holberton,-0.8685147278059229,1.1876563298582585,non-cs
beyond compare,-3.976108013022604,4.568652240943706,non-cs
beyond np,-2.9480087261496566,2.096245714780013,non-cs
biconjugate gradient stabilized method,-0.10874167867501991,0.24935926879897724,non-cs
big number,-5.658308407491534,-3.0714525253861322,non-cs
binary arithmetic terminate,2.7927655616072466,7.982059577514532,non-cs
binary arithmetic using electronic relays,6.186952491299739,4.026314702283838,non-cs
binary space partitioning arose,3.4088665529894326,4.053713939574308,non-cs
binary splitting lends well,-3.3196599814392083,-0.9212393382579199,non-cs
binary splitting may render,2.7019343481863767,2.682381679574562,non-cs
biodiversity informatics contrasts,4.089306912370277,2.3602233797280863,non-cs
biodiversity informatics may also,1.9109170592561313,-1.864952311941671,non-cs
biodiversity information,2.166865403418143,-1.8850672749824593,non-cs
bird flocking,-0.9638831622697485,-1.0068970008220368,non-cs
bit central processing unit,4.339165464908121,-0.5137355341583385,non-cs
bit instruction set architecture,7.152096903947014,-1.306563637642957,non-cs
bit slicing made,1.4782242548376034,0.5277925463725758,non-cs
bitwise operation operates,1.8384840526830517,0.3284517376818992,non-cs
black box,-0.7559453276637657,7.744161070734139,non-cs
bloch representation,-1.5978290021557295,-0.4620734606113872,non-cs
block diagram,2.283337109968752,0.7354657487962003,non-cs
block diagrams,3.0684904419919636,0.6687609675389691,non-cs
block diagrams rely,3.6253799025243594,0.513855024201959,non-cs
block size,-2.374115777109738,1.4872746798307823,non-cs
blocks connected,-0.7960834435112351,-1.1379556794982189,non-cs
body systems,0.14748493818359215,-2.2680168527277904,non-cs
book affective computing published,6.205806015979291,-1.1320748852713303,non-cs
book titled,-1.6312776730132972,-0.1591706395820603,non-cs
boolean function whose value,3.4586269762013724,3.6693648980827724,non-cs
border guard,0.5164891428300088,0.06440229000239821,non-cs
boson sampling task consists,1.7698327783210785,0.6306041427361223,non-cs
bounded treewidth may,-0.7334894398363562,-0.04007891316959106,non-cs
boundlessly increasing tree height,-2.8925154779754405,-2.0705373847705544,non-cs
bridge weather,-0.029834870139336108,-0.5057814994939299,non-cs
bring together,-3.4651913805620707,-5.737904001414328,non-cs
broad applications,-4.95100579433926,-4.105976228128719,non-cs
broadband backbone network,3.5817261147685837,-0.883903548000857,non-cs
broadly applicable across application domains,-1.0807805796378311,-6.609438470845258,non-cs
broadly applicable technique,-5.784632711235312,-5.790655373123237,non-cs
bruce irons,0.9209523134176119,2.074104079035309,non-cs
bst  also called,-0.7600053548444246,0.3423837206328105,non-cs
build three types,0.785833869117041,0.20374580345550117,non-cs
built advanced,-1.4102844371866363,-2.101924408579222,non-cs
built using,0.09783911400218587,-1.8367262440120509,non-cs
business functions,4.083565205116028,-2.122724125730953,non-cs
business processes within,6.567138692518622,-3.0196480768526612,non-cs
business stakeholders,3.9853091247570487,-3.546378996421709,non-cs
butler lampson,-0.9151516499330996,0.5769035745688165,non-cs
byte addition,-1.2385291034948278,1.3309540447718897,non-cs
c4 model relies,2.107249276065107,0.9913067060469944,non-cs
c4 model uses 5 basic diagramming elements,4.215252756259469,1.3318668868793782,non-cs
cache misses occur,2.959920702580634,6.452201241250401,non-cs
cache model used,6.319912848006757,-0.5928825531389305,non-cs
calculate solvent accessible surface area,0.8893097887107758,-1.4247908347126677,non-cs
calculation twice,0.2599886597738529,1.728940893889999,non-cs
call home  call routing,3.5086237707802908,-1.7100939519588028,non-cs
call us,-1.1353084733646928,-2.872166569233626,non-cs
called agents,0.8225037225599311,-0.48480631039454625,non-cs
called compositeness tests instead,1.5885902813183748,5.580538217554448,non-cs
called deep generative models,1.1403845046004275,0.041118863493953405,non-cs
called dynamic bayesian networks,3.1347444705543563,-1.6294287841327355,non-cs
called maplite,0.2728566445989878,-0.1681688940680633,non-cs
called multivalued logic,3.7587571134920252,-0.4184601383658111,non-cs
called swarm robotics,5.196963107059427,-0.8756338851080301,non-cs
called symmetric binary b,-1.5405597920094785,3.084735572770617,non-cs
cannot compute,-1.3574063994618617,10.452932062750305,non-cs
cannot exhibit creativity,-2.1872552955192535,9.981734854431442,non-cs
cannot produce,-2.650897103100915,10.762348049525537,non-cs
canonical tasks,-4.2701344576744935,-2.8722013563213293,non-cs
capture correlation,-1.031269013351335,-4.164382432571626,non-cs
carry adders,-1.084264134866853,-0.6335677398672327,non-cs
case gradient descent,0.022143768032832502,0.27237385870592573,non-cs
case lower bound,-3.1001434801631955,7.288852995269508,non-cs
case performance,-0.3667517395792354,-1.7088393128298502,non-cs
category correspond,-1.0953389463557721,-3.2118576590738583,non-cs
centered design practices,-0.8736341063287507,-1.1435067682725661,non-cs
central embarrassment,-2.6850856842645103,5.191761839524494,non-cs
cerebral palsy,-0.12684696797554948,3.195392696161656,non-cs
certain amount,-5.7703086839356965,-2.51959532340514,non-cs
certain assumptions,-3.0449008455604005,0.4641368811447255,non-cs
certain computational resource,2.8495378807438443,-2.207453204445056,non-cs
certain measure,-4.749334256884572,-1.5684104146470654,non-cs
certain point,-5.773427653091264,-2.939638107322159,non-cs
certain structure,-3.0022636080909297,-2.5977729131425384,non-cs
certificate authority uses id,3.2345371008910613,-0.9675772186428888,non-cs
certificate-based encryption,2.6677507329713603,1.1370791649523122,non-cs
changing face,-1.3509561784365973,1.5544142848000229,non-cs
changing one term,-1.8609073323792693,2.1717810570089937,non-cs
channel equalization,-0.8604966155287523,-2.1846844161263594,non-cs
checking authorized presence,-0.3370559441460714,-3.0015051011416682,non-cs
chemically connected,-0.3739018405869346,-1.319739412355236,non-cs
choke openings,-1.444493449317216,0.45260800466774964,non-cs
choose short passwords,-0.5541017088498199,5.2009395841720725,non-cs
chosen appropriately,-6.4772873923490595,-3.6567892514232407,non-cs
christoph mallon,-0.5753890972428769,1.4653653306736245,non-cs
christopher terry,-1.9392651082815366,0.9772883195420052,non-cs
cifs specification,1.3310645322792378,-2.3711393734249584,non-cs
circuit design,5.829465148493392,-0.613052612144508,non-cs
circuit evaluation,3.7777258459237393,0.2841753927587766,non-cs
circuit evaluation guarantees,1.4841944270627447,-2.7317195318598846,non-cs
circuitry using,2.864800659694624,-1.6649528661785025,non-cs
circular review system,1.3973278334126695,0.49827120451189344,non-cs
clarify overall concepts without concern,-3.7725424136624897,3.261779418319301,non-cs
class fo,-1.645645762003681,0.28895307449326996,non-cs
class fpt,-0.8039550257947525,0.9189635177132816,non-cs
class selected,0.7671659955725432,-0.9862421390681166,non-cs
classical example,-4.222560078936449,-2.169281664055199,non-cs
