phrase,tsne_0,tsne_1,label
local minima,-1.567404658999299,1.8500359980576593,cs
local minimum,-3.5370031608615085,3.873140263122228,cs
local regression,0.2662341569899407,3.7931566695984826,cs
logarithm function,3.3318674374788166,0.7008986674894172,cs
logic gate,1.0124406874626786,0.8393520047748787,cs
logic program,4.664107177544116,-0.2399683171158589,cs
logic programming,5.254162065371716,-0.9632188344567569,cs
logic programming language,6.239801282247705,-0.7800978490069083,cs
logic programming languages,6.92595130474129,-0.699900371948816,cs
logical calculi,-5.135512473859392,-1.9060382133360596,cs
logical data model,2.3129922701784165,-3.5225423733846277,cs
logistic function,2.931550570448429,-0.37921822222267487,cs
logistic model,3.651802138119598,-0.3107562225545044,cs
logistic regression,3.7568101362238715,2.088874432682401,cs
logspace reductions,3.9862527666967886,2.36581158543155,cs
lookup table,2.073635949098847,-1.7909795397759498,cs
